year,parent_entity,parent_type,total_emissions_MtCO2e
2015,ConocoPhillips,Investor-owned Company,265.39589450714010223000
2016,ConocoPhillips,Investor-owned Company,264.48753795093649590000
2017,ConocoPhillips,Investor-owned Company,245.31648355611321200000
2018,ConocoPhillips,Investor-owned Company,232.91253603634836400000
2019,ConocoPhillips,Investor-owned Company,252.62062761884589300000
2020,ConocoPhillips,Investor-owned Company,218.19708805462482900000
2021,ConocoPhillips,Investor-owned Company,235.50107588208469000000
2022,ConocoPhillips,Investor-owned Company,260.26720821791173700000
1864,CONSOL Energy,Investor-owned Company,0.08283257824674818000
1865,CONSOL Energy,Investor-owned Company,0.14305184539637872000
1866,CONSOL Energy,Investor-owned Company,0.22338467525333863000
1867,CONSOL Energy,Investor-owned Company,0.30371750757254934000
1868,CONSOL Energy,Investor-owned Company,0.38405033742950917000
1869,CONSOL Energy,Investor-owned Company,0.46438316974871990000
1870,CONSOL Energy,Investor-owned Company,0.54471599960567980000
1871,CONSOL Energy,Investor-owned Company,0.62504883192489050000
1872,CONSOL Energy,Investor-owned Company,0.70538166178185050000
1873,CONSOL Energy,Investor-owned Company,0.78571449163881040000
1874,CONSOL Energy,Investor-owned Company,0.86604732395802090000
1875,CONSOL Energy,Investor-owned Company,0.94638015381498090000
1876,CONSOL Energy,Investor-owned Company,1.02671298613419170000
1877,CONSOL Energy,Investor-owned Company,1.10704581599115160000
1878,CONSOL Energy,Investor-owned Company,1.18737864831036200000
1879,CONSOL Energy,Investor-owned Company,1.26771147816732200000
1880,CONSOL Energy,Investor-owned Company,1.34804430802428190000
1881,CONSOL Energy,Investor-owned Company,1.42837714034349280000
1882,CONSOL Energy,Investor-owned Company,1.50870997020045270000
1883,CONSOL Energy,Investor-owned Company,1.58904280251966320000
1884,CONSOL Energy,Investor-owned Company,1.66937563237662310000
1885,CONSOL Energy,Investor-owned Company,1.74970846469583390000
1886,CONSOL Energy,Investor-owned Company,1.83004129455279370000
1887,CONSOL Energy,Investor-owned Company,1.91037412440975360000
1888,CONSOL Energy,Investor-owned Company,1.99070695672896440000
1889,CONSOL Energy,Investor-owned Company,2.07103978658592420000
1890,CONSOL Energy,Investor-owned Company,2.15137261890513500000
1891,CONSOL Energy,Investor-owned Company,2.23170544876209500000
1892,CONSOL Energy,Investor-owned Company,2.31203828108130500000
1893,CONSOL Energy,Investor-owned Company,2.39237111093826550000
1894,CONSOL Energy,Investor-owned Company,2.47270394079522540000
1895,CONSOL Energy,Investor-owned Company,2.55303677311443570000
1896,CONSOL Energy,Investor-owned Company,2.63336960297139560000
1897,CONSOL Energy,Investor-owned Company,2.71370243529060630000
1898,CONSOL Energy,Investor-owned Company,2.79403526514756660000
1899,CONSOL Energy,Investor-owned Company,2.87436809746677730000
1900,CONSOL Energy,Investor-owned Company,2.95470092732373700000
1901,CONSOL Energy,Investor-owned Company,8.53580267975599000000
1902,CONSOL Energy,Investor-owned Company,14.11690442972599300000
1903,CONSOL Energy,Investor-owned Company,19.69800618215824500000
1904,CONSOL Energy,Investor-owned Company,20.21097509233120300000
1905,CONSOL Energy,Investor-owned Company,20.72394400496640500000
1906,CONSOL Energy,Investor-owned Company,21.23691291513936000000
1907,CONSOL Energy,Investor-owned Company,21.74988182531231500000
1908,CONSOL Energy,Investor-owned Company,22.26285073794751700000
1909,CONSOL Energy,Investor-owned Company,22.77581964812047000000
1910,CONSOL Energy,Investor-owned Company,23.28878855829343000000
1911,CONSOL Energy,Investor-owned Company,23.80175747092862800000
1912,CONSOL Energy,Investor-owned Company,24.31472638110158300000
1913,CONSOL Energy,Investor-owned Company,24.82769528388779000000
1914,CONSOL Energy,Investor-owned Company,25.34066421129649000000
1915,CONSOL Energy,Investor-owned Company,25.85363311408269700000
1916,CONSOL Energy,Investor-owned Company,26.36660201686890300000
1917,CONSOL Energy,Investor-owned Company,26.87957094427760700000
1918,CONSOL Energy,Investor-owned Company,27.39253984706381600000
1919,CONSOL Energy,Investor-owned Company,27.90550874985001400000
1920,CONSOL Energy,Investor-owned Company,28.41847767725872000000
1921,CONSOL Energy,Investor-owned Company,28.93144658004492300000
1922,CONSOL Energy,Investor-owned Company,29.44441548283113300000
1923,CONSOL Energy,Investor-owned Company,29.95738441023983300000
1924,CONSOL Energy,Investor-owned Company,30.47035331302603800000
1925,CONSOL Energy,Investor-owned Company,30.98332221581223700000
1926,CONSOL Energy,Investor-owned Company,31.49629114322095000000
1927,CONSOL Energy,Investor-owned Company,32.00926004600715000000
1928,CONSOL Energy,Investor-owned Company,29.60488693990209800000
1929,CONSOL Energy,Investor-owned Company,27.20051383379704600000
1930,CONSOL Energy,Investor-owned Company,24.79614072769198800000
1931,CONSOL Energy,Investor-owned Company,22.39176762158693300000
1932,CONSOL Energy,Investor-owned Company,19.98739451548188000000
1933,CONSOL Energy,Investor-owned Company,17.58302140937682300000
1934,CONSOL Energy,Investor-owned Company,20.61044245102354800000
1935,CONSOL Energy,Investor-owned Company,18.56480204675563800000
1936,CONSOL Energy,Investor-owned Company,21.23855016663045300000
1937,CONSOL Energy,Investor-owned Company,23.91229828650527600000
1938,CONSOL Energy,Investor-owned Company,26.58604639899334300000
1939,CONSOL Energy,Investor-owned Company,29.25979451640590800000
1940,CONSOL Energy,Investor-owned Company,31.93354265844098400000
1941,CONSOL Energy,Investor-owned Company,34.60729077585355000000
1942,CONSOL Energy,Investor-owned Company,37.28103889326611400000
1943,CONSOL Energy,Investor-owned Company,39.95478701067868600000
1944,CONSOL Energy,Investor-owned Company,42.62853512809125000000
1945,CONSOL Energy,Investor-owned Company,45.30228324550382000000
1946,CONSOL Energy,Investor-owned Company,47.97603136291640000000
1947,CONSOL Energy,Investor-owned Company,50.64977948032896000000
1948,CONSOL Energy,Investor-owned Company,53.32352762236402600000
1949,CONSOL Energy,Investor-owned Company,55.99727573977660000000
1950,CONSOL Energy,Investor-owned Company,58.67102385718917000000
1951,CONSOL Energy,Investor-owned Company,61.34477197460173000000
1952,CONSOL Energy,Investor-owned Company,64.01852009201430000000
1953,CONSOL Energy,Investor-owned Company,69.23264479573369000000
1954,CONSOL Energy,Investor-owned Company,74.44676949945310000000
1955,CONSOL Energy,Investor-owned Company,79.66089420317248000000
1956,CONSOL Energy,Investor-owned Company,86.13178360305055900000
1957,CONSOL Energy,Investor-owned Company,91.42311510069278600000
1958,CONSOL Energy,Investor-owned Company,96.71444657102122800000
1959,CONSOL Energy,Investor-owned Company,102.00577806597215000000
1960,CONSOL Energy,Investor-owned Company,107.29710956361440700000
1961,CONSOL Energy,Investor-owned Company,112.58844105856530400000
1962,CONSOL Energy,Investor-owned Company,117.87977255351626400000
1963,CONSOL Energy,Investor-owned Company,123.17110405115849600000
1964,CONSOL Energy,Investor-owned Company,128.46243552148692700000
1965,CONSOL Energy,Investor-owned Company,133.75376701643785700000
1966,CONSOL Energy,Investor-owned Company,139.04509851408009600000
1967,CONSOL Energy,Investor-owned Company,144.33643000903104300000
1968,CONSOL Energy,Investor-owned Company,149.62776150398196300000
1969,CONSOL Energy,Investor-owned Company,152.17143345366916400000
1970,CONSOL Energy,Investor-owned Company,160.06735675642846000000
1971,CONSOL Energy,Investor-owned Company,136.85434169328674400000
1972,CONSOL Energy,Investor-owned Company,162.26622147572270500000
1973,CONSOL Energy,Investor-owned Company,151.09698818813881000000
1974,CONSOL Energy,Investor-owned Company,129.30823777624592000000
1975,CONSOL Energy,Investor-owned Company,137.20416109286256600000
1976,CONSOL Energy,Investor-owned Company,139.62790969459515400000
1977,CONSOL Energy,Investor-owned Company,119.91308853410409700000
1978,CONSOL Energy,Investor-owned Company,104.49604839456341700000
1979,CONSOL Energy,Investor-owned Company,125.23534063235135000000
1980,CONSOL Energy,Investor-owned Company,122.31185003902869600000
1981,CONSOL Energy,Investor-owned Company,105.17070004766197000000
1982,CONSOL Energy,Investor-owned Company,117.33941731573474600000
1983,CONSOL Energy,Investor-owned Company,105.44555813757375200000
1984,CONSOL Energy,Investor-owned Company,116.64227724623103600000
1985,CONSOL Energy,Investor-owned Company,106.69491309192643300000
1986,CONSOL Energy,Investor-owned Company,103.74643540717830700000
1987,CONSOL Energy,Investor-owned Company,131.18227022008620600000
1988,CONSOL Energy,Investor-owned Company,137.17917399874583300000
1989,CONSOL Energy,Investor-owned Company,133.68098012879155500000
1990,CONSOL Energy,Investor-owned Company,136.42956101136070300000
1991,CONSOL Energy,Investor-owned Company,137.92878696150841400000
1992,CONSOL Energy,Investor-owned Company,140.67736786600879000000
1993,CONSOL Energy,Investor-owned Company,113.94117184956124600000
1994,CONSOL Energy,Investor-owned Company,176.25899696401451700000
1995,CONSOL Energy,Investor-owned Company,172.76080309136896400000
1996,CONSOL Energy,Investor-owned Company,175.08460330815989000000
1997,CONSOL Energy,Investor-owned Company,181.95605555595434800000
1998,CONSOL Energy,Investor-owned Company,182.88057822368701000000
1999,CONSOL Energy,Investor-owned Company,174.60984842454385000000
2000,CONSOL Energy,Investor-owned Company,175.22543838919978520000
2001,CONSOL Energy,Investor-owned Company,186.63985586607199000000
2002,CONSOL Energy,Investor-owned Company,168.49993038040067470000
2003,CONSOL Energy,Investor-owned Company,154.13280072601396130000
2004,CONSOL Energy,Investor-owned Company,173.25491808222972900000
2005,CONSOL Energy,Investor-owned Company,176.69105838821229000000
2006,CONSOL Energy,Investor-owned Company,172.58215746810221100000
2007,CONSOL Energy,Investor-owned Company,165.70864793235812700000
2008,CONSOL Energy,Investor-owned Company,169.18085869340575000000
2009,CONSOL Energy,Investor-owned Company,150.30789497652264900000
2010,CONSOL Energy,Investor-owned Company,166.23984094549690200000
2011,CONSOL Energy,Investor-owned Company,92.74462629171358950000
2012,CONSOL Energy,Investor-owned Company,82.14278400519471002000
2013,CONSOL Energy,Investor-owned Company,87.86415859136435930000
2014,CONSOL Energy,Investor-owned Company,107.26608229559154980000
2015,CONSOL Energy,Investor-owned Company,115.69515757191616570000
2016,CONSOL Energy,Investor-owned Company,102.57721192799585790000
2017,CONSOL Energy,Investor-owned Company,65.23881700544185000000
2018,CONSOL Energy,Investor-owned Company,68.96439347940856300000
2019,CONSOL Energy,Investor-owned Company,67.92603190390662600000
2020,CONSOL Energy,Investor-owned Company,46.70225710023177400000
2021,CONSOL Energy,Investor-owned Company,58.76970232858147700000
2022,CONSOL Energy,Investor-owned Company,59.58087538511724700000
2005,Continental Resources,Investor-owned Company,2.93267509096156480000
2006,Continental Resources,Investor-owned Company,3.65527251971340220000
2007,Continental Resources,Investor-owned Company,4.30968668734958860000
2008,Continental Resources,Investor-owned Company,4.89776450781208770000
2009,Continental Resources,Investor-owned Company,5.57142185663977410000
2010,Continental Resources,Investor-owned Company,6.45876935749674600000
2011,Continental Resources,Investor-owned Company,9.24043668859441400000
2012,Continental Resources,Investor-owned Company,14.65323555902033700000
2013,Continental Resources,Investor-owned Company,20.34751378020577000000
2014,Continental Resources,Investor-owned Company,26.08858691425302800000
2015,Continental Resources,Investor-owned Company,33.32851296362884200000
2016,Continental Resources,Investor-owned Company,32.91386428284258900000
2017,Continental Resources,Investor-owned Company,36.78323837104557000000
2018,Continental Resources,Investor-owned Company,45.23266326950599800000
2019,Continental Resources,Investor-owned Company,51.55044386366582600000
2020,Continental Resources,Investor-owned Company,45.76915312876020800000
2021,Continental Resources,Investor-owned Company,50.36020313798757200000
2022,Continental Resources,Investor-owned Company,61.33078301820900000000
1991,Coterra Energy,Investor-owned Company,5.45253254179174780400
1992,Coterra Energy,Investor-owned Company,5.68955057169979111000
1993,Coterra Energy,Investor-owned Company,5.55939887397141556000
1994,Coterra Energy,Investor-owned Company,6.73141791119347153000
1995,Coterra Energy,Investor-owned Company,7.23164423392046573000
1996,Coterra Energy,Investor-owned Company,7.35750194639748789000
1997,Coterra Energy,Investor-owned Company,9.24708282572103617000
1998,Coterra Energy,Investor-owned Company,9.86024381664147701000
1999,Coterra Energy,Investor-owned Company,10.53626604763242870000
2000,Coterra Energy,Investor-owned Company,10.22818496918387950000
2001,Coterra Energy,Investor-owned Company,12.45392089879073735000
2002,Coterra Energy,Investor-owned Company,15.03030554487687100000
2003,Coterra Energy,Investor-owned Company,16.26762583600961920000
2004,Coterra Energy,Investor-owned Company,17.50060976912968900000
2005,Coterra Energy,Investor-owned Company,15.30785907253152010000
2006,Coterra Energy,Investor-owned Company,18.28776395670375380000
2007,Coterra Energy,Investor-owned Company,19.03500233962617943000
2008,Coterra Energy,Investor-owned Company,20.76018786241685589000
2009,Coterra Energy,Investor-owned Company,20.66553285577044456000
2010,Coterra Energy,Investor-owned Company,25.91339920797540861000
2011,Coterra Energy,Investor-owned Company,29.93944602280519160000
2012,Coterra Energy,Investor-owned Company,36.79964326703932975700
